Ticker;Company Name;Beyond;News;Dnews;Date of annoucement ;recources;D1;D2;D3;D5;D10;D20;Beta;M1;M2;M3;M5;M10;M20
APAM;Artisan Partners Asset Management;Y;G;EG;01/11/2023;https://finance.yahoo.com/news/artisan-partners-asset-management-inc-134035086.html;0,023030303;0,061907583;0,011994421;-0,019799219;0,044841816;-0,006715015;1,2108;0,010664754;0,01916434;0,00912341;0,00284606;0,019400713;-0,000703405
EXPI;eXp World Holdings;Y;B;EB;02/11/2023;https://finance.yahoo.com/news/exp-world-holdings-reports-q3-203000735.html;0,052193646;0,017253774;-0,052814454;0,005181347;0,051886792;0,003952569;2,0308;0,01916434;0,00912341;0,00230049;0,000732383;0,002117086;0,003937441
PRVA;Privia Health Group;Y;G;EG;03/11/2023;https://finance.yahoo.com/news/privia-health-reports-third-quarter-103000306.html;0,143412737;-0,040391156;0,021267169;-0,024966563;-0,032980973;-0,023167849;1,2294;0,00912341;0,00230049;0,00284606;-0,007798742;0,001223092;0,005915863
BOH;Bank of Hawaii;N;B;B;23/10/2023;https://finance.yahoo.com/news/bank-hawaii-corp-boh-q3-184146443.html;0,045743051;0,007325241;-0,020361521;-0,005326777;0,049285177;0,011574074;0,9078;-0,001733185;0,007539362;-0,014352147;-0,004532784;0,00912341;0,001243809
PACW;PacWest Bancorp;Y;B;EB;24/10/2023;https://finance.yahoo.com/news/pacwest-bancorp-pacw-q3-2023-134504460.html#:~:text=Performance%20and%20Challenges-,PacWest%20Bancorp%20(NASDAQ%3APACW)%20reported%20a%20net%20loss%20of,%241.75%20in%20the%20previous%20quarter.;-0,052054795;-0,023843931;0,049592894;0,014792899;-0,037621359;0,00968523;1,9997;0,007539362;-0,014352147;-0,011974614;0,011955781;0,00230049;0,007697598
CERT;Certara;N;G;G;08/11/2023;https://finance.yahoo.com/news/certara-reports-third-quarter-2023-211000647.html;-0,007949126;0,013621795;0,067193676;0,112903226;-0,01971448;0,007472826;1,356;0,000732383;-0,007798742;0,015604831;0,019400713;-0,002179369;-0,004029785
CVI;CVR Energy;N;B;B;30/10/2023;https://finance.yahoo.com/news/cvr-energy-reports-third-quarter-204700120.html;0,013870968;0,041998091;0,023816794;-0,026543394;-0,030128205;0,000626566;0,8296;0,011955781;0,006280228;0,010664754;0,00912341;0,015604831;-0,00180101
LUMN;Lumen Technologies;N;B;B;01/11/2023;https://finance.yahoo.com/news/lumen-technologies-reports-third-quarter-203000496.html;-0,32869863;0,081522294;0,056603774;-0,015151515;0,130434783;-0,040650407;1,1137;0,010664754;0,01916434;0,00912341;0,00284606;0,019400713;-0,000703405
TNDM;Tandem Diabetes Care;Y;B;EB;01/11/2023;https://finance.yahoo.com/news/tandem-diabetes-care-inc-tndm-224122371.html;0,026011561;-0,143661972;0,036184211;0,062050947;0,189586115;-0,018489985;1,4397;0,010664754;0,01916434;0,00912341;0,00284606;0,019400713;-0,000703405
HBI;Hanesbrands;Y;B;EB;09/11/2023;https://finance.yahoo.com/news/hanesbrands-announces-third-quarter-2023-120000011.html#:~:text=Operating%20Profit%20and%20Operating%20Margin,million%20in%20third%2Dquarter%202022.;-0,052132701;0,005;-0,064676617;0,050480769;-0,033248082;-0,013262599;1,1993;-0,007798742;0,015604831;-0,000953224;0,002117086;0,003860833;0,007630398
PEB;Pebblebrook Hotel Trust;Y;G;EG;26/10/2023;https://finance.yahoo.com/news/pebblebrook-hotel-trust-peb-reports-223111895.html#:~:text=Pebblebrook%20Hotel%20Trust%20(NYSE%3APEB,by%200.2%25%20compared%20to%202022.;0,00620155;-0,100924499;0,011996572;-0,024308466;-0,036407767;-0,008885299;1,3136;-0,011974614;-0,004532784;0,011955781;0,010664754;0,000732383;0,003860833
KMT;Kennametal;Y;G;EG;01/05/2023;https://finance.yahoo.com/news/kennametal-announces-fiscal-2023-third-200500494.html;0,010400616;0,042317957;-0,016093636;0,022399393;0,007453903;-0,016203704;1,2233;-0,001009785;-0,0112392;-0,006863986;0,018512576;-0,001310266;0,012950681
DY;Dycom Industries;N;G;G;23/08/2023;https://finance.yahoo.com/news/dycom-industries-dy-q2-earnings-111503404.html;0,039433462;-0,029114793;-0,003130048;0,017819176;-0,030462393;0,003948872;1,0388;0,011137738;-0,013859107;0,007049829;0,014454784;-0,006722465;-0,009193377
WAFD;Washington Federal;N;G;G;14/07/2023;https://finance.yahoo.com/news/washington-federal-wafd-reports-q3-230003682.html;-0,035662824;0,057527083;0,022606853;-0,018074269;-0,019291588;-0,008612123;0,8222;-0,000622831;0,003472222;0,007430574;-0,006634446;-0,006629931;0,000358946
VSAT;Viasat;N;G;G;07/02/2023;https://finance.yahoo.com/news/viasat-releases-third-quarter-fiscal-210500852.html;-0,022522523;-0,140552995;0,01575067;0,018831169;0;0,100582643;1,2542;0,013078594;-0,010934753;-0,008669183;0,011739045;-0,020060895;-0,015328702
CBRL;Cracker Barrel;N;G;G;06/06/2023;https://finance.yahoo.com/news/cracker-barrel-reports-third-quarter-120000195.html;-0,045529291;0,022935286;0,002;0,02291918;0;-0,000214638;1,0224;0,002177476;-0,003457702;0,006048529;0,009071877;-0,005188186;-0,00148719
SLG;SL Green Realty;Y;B;EB;19/10/2023;https://finance.yahoo.com/news/sl-green-realty-corp-slg-191705924.html;-0,101047269;0,013853904;-0,038509317;-0,070703868;0,001365654;0,013801035;1,2232;-0,008786407;-0,012288066;-0,001733185;-0,014352147;0,010664754;0,002117086
RDN;Radian Group;Y;G;EG;02/11/2023;https://finance.yahoo.com/news/radian-group-inc-rdn-reports-132637848.html;0,03797964;0,023387401;-0,004423148;-0,004892736;-0,009349289;0,008775429;0,7741;0,01916434;0,00912341;0,00230049;0,000732383;0,002117086;0,003937441
AUB;Atlantic Union Bank;Y;G;EG;19/10/2023;https://finance.yahoo.com/news/atlantic-union-bankshares-reports-third-104500599.html;0,023079573;-0,063636364;-0,002876663;0,010564663;0,001388407;0,0049922;0,9135;-0,008786407;-0,012288066;-0,001733185;-0,014352147;0,010664754;0,002117086
VRRM;Verra Mobility;Y;G;EG;09/11/2023;https://finance.yahoo.com/news/verra-mobility-announces-third-quarter-210500759.html;-0,002525253;0,048607595;-0,00965717;-0,007389163;0,00712831;0,002890173;0,8704;-0,007798742;0,015604831;-0,000953224;0,002117086;0,003860833;0,007630398
OTTR;Otter Tail Corporation;N;B;B;31/10/2023;https://finance.yahoo.com/news/q3-2023-otter-tail-corp-083328450.html;0,102924312;0,033532623;0,021629779;-0,015804078;-0,007212777;-0,016046967;0,585;0,006280228;0,010664754;0,01916434;0,00230049;-0,000953224;0,000990143
CRK;Comstock Resources;Y;B;EB;30/10/2023;https://finance.yahoo.com/news/comstock-resources-inc-crk-q3-220144224.html#:~:text=Comstock%20Resources%20Inc%20(NYSE%3ACRK,%2411.7%20million%20for%20the%20quarter.;-0,016326531;0,045643154;0,004761905;0,011398176;-0,02690583;-0,001892148;1,2495;0,011955781;0,006280228;0,010664754;0,00912341;0,015604831;-0,00180101
NOG;Northern Oil and Gas;N;B;B;08/11/2023;https://finance.yahoo.com/news/northern-oil-nog-q3-earnings-140900492.html;-0,021679473;-0,005329593;0,024816695;0,012679162;0,002938819;-0,028311966;1,1212;0,000732383;-0,007798742;0,015604831;0,019400713;-0,002179369;-0,004029785
DV;DoubleVerify;Y;G;EG;09/11/2023;https://finance.yahoo.com/news/doubleverify-reports-third-quarter-2023-210500543.html#:~:text=Third%20Quarter%202023%20Financial%20Highlights%3A&text=Total%20revenue%20of%20%24144.0%20million,%25%20and%2029%25%2C%20respectively.;-0,014960898;0,056265102;0,011437908;0,002866242;0,034370947;-0,001198322;1,473;-0,007798742;0,015604831;-0,000953224;0,002117086;0,003860833;0,007630398
RXO;RXO;N;B;B;07/11/2023;https://finance.yahoo.com/news/q3-2023-rxo-inc-earnings-035227735.html#:~:text=In%20the%20third%20quarter%2C%20we%20generated%20%241%20billion%20in%20revenue,stage%20of%20the%20trade%20cycle.;-0,002733734;-0,048245614;0,008064516;0,013311148;-0,006509765;0,027077498;1,094;0,00284606;0,000732383;-0,007798742;-0,000953224;0,007697598;-0,00019707
MBC;MasterBrand;Y;B;EB;07/11/2023;https://finance.yahoo.com/news/q3-2023-masterbrand-inc-earnings-113254845.html#:~:text=We%20delivered%20net%20income%20of,offset%20by%20higher%20interest%20expense.;-0,006855184;0,010353753;0,006831768;-0,020308692;-0,00152439;0,015636105;1,0907;0,00284606;0,000732383;-0,007798742;-0,000953224;0,007697598;-0,00019707
SMTC;Semtech;Y;G;EG;13/09/2023;https://finance.yahoo.com/news/semtech-announces-second-quarter-fiscal-201500319.html;0,006602113;0,101005684;-0,007942812;0,03211198;-0,021186441;0,063153112;1,4582;0,001165945;0,008622427;-0,015520917;-0,0020738;-0,014691252;0,005204839
CWK;Cushman & Wakefield;Y;B;EB;30/10/2023;https://finance.yahoo.com/news/cushman-wakefield-plc-cwk-reports-220247720.html;0,01497006;0,087020649;0,017639077;0,081151832;0,003989362;0,01183432;1,3418;0,011955781;0,006280228;0,010664754;0,00912341;0,015604831;-0,00180101
SJW;SJW Group;Y;G;EG;31/10/2023;https://finance.yahoo.com/news/q3-2023-sjw-group-earnings-123224286.html;0,021248774;0,003521127;0,015311005;-0,004769231;-0,002267206;-0,001381004;0,4301;0,006280228;0,010664754;0,01916434;0,00230049;-0,000953224;0,000990143
AGTI;Agiliti;Y;G;EG;08/11/2023;https://finance.yahoo.com/news/q3-2023-agiliti-inc-earnings-125123114.html#:~:text=I'll%20start%20with%20an,compared%20to%20Q3%20last%20year.;0,129296236;-0,105797101;0,037277147;0,144736842;-0,001264223;-0,087990488;1,09;0,000732383;-0,007798742;0,015604831;0,019400713;-0,002179369;-0,004029785
SABR;Sabre Corporation;Y;G;EG;02/11/2023;https://finance.yahoo.com/news/sabre-corp-sabr-reports-q3-133720378.html;0,182857143;-0,002415459;-0,13559322;0,028400598;0,02173913;-0,002739726;1,9371;0,01916434;0,00912341;0,00230049;0,000732383;0,002117086;0,003937441
NUS;Nu Skin Enterprises;Y;B;EB;01/11/2023;https://finance.yahoo.com/news/nu-skin-enterprises-inc-nus-222504750.html;-0,019483939;-0,094522019;0,067022539;-0,007492795;0,084507042;-0,0029994;0,9369;0,010664754;0,01916434;0,00912341;0,00284606;0,019400713;-0,000703405
BFH;Bread Financial;Y;G;EG;30/10/2023;https://finance.yahoo.com/news/bread-financial-holdings-inc-nyse-183353196.html#:~:text=Revenue%20for%20the%20quarter%20was,from%20continuing%20operations%20was%20%243.46.;0,013821442;-0,004053058;-0,011838698;0,013171577;0,00877193;0,003317361;1,5552;0,011955781;0,006280228;0,010664754;0,00912341;0,015604831;-0,00180101
HAIN;Hain Celestial Group;Y;B;EB;09/05/2023;https://finance.yahoo.com/news/hain-celestial-reports-fiscal-third-110000895.html;-0,124361158;-0,022049287;-0,033819629;-0,002123142;0,021771772;-0,017326733;0,9584;-0,004385327;0,004672329;-0,001743975;0,003450035;0,000406096;0,002177476
MCW;Mister Car Wash;Y;G;EG;03/11/2023;https://finance.yahoo.com/news/q3-2023-mister-car-wash-153555373.html#:~:text=For%20the%20quarter%2C%20sales%20grew,the%20quarter%20with%20462%20locations.;0,178236398;-0,042993631;0,048252912;0,022187005;-0,012413793;-0,01754386;1,2036;0,00912341;0,00230049;0,00284606;-0,007798742;0,001223092;0,005915863
XPER;Xperi, Inc.;Y;G;EG;13/11/2023;https://finance.yahoo.com/news/xperi-inc-announces-third-quarter-210500828.html;-0,012658228;0,088578089;0,074946467;0,023166023;0,037950664;0;0,8584;-0,000953224;0,019400713;0,002117086;0,001243809;-0,00180101;
STEL;Stellar Bancorp;Y;G;EG;27/10/2023;https://finance.yahoo.com/news/stellar-bancorp-stel-beats-q3-121511307.html;-0,033783784;0,012121212;0,001381852;0,050022946;-0,024575514;0;0,6106;-0,004532784;0,011955781;0,006280228;0,01916434;-0,007798742;0,000615358
LESL;Leslie's;Y;B;EB;13/11/2023;https://finance.yahoo.com/news/leslie-inc-announces-third-quarter-200500560.html;0,004319654;0,131182796;0,053231939;0,066914498;0,043554007;0,003683241;1,2955;-0,000953224;0,019400713;0,002117086;0,001243809;-0,00180101;
HPP;Hudson Pacific Properties;Y;B;EB;01/11/2023;https://finance.yahoo.com/news/hudson-pacific-properties-inc-hpp-225924175.html;0,006726457;0,077951002;0,128099174;-0,035781544;0,14084507;0,082862524;1,2512;0,010664754;0,01916434;0,00912341;0,00284606;0,019400713;-0,000703405
MCY;Mercury General;N;G;G;31/10/2023;https://finance.yahoo.com/news/mercury-general-q3-earnings-snapshot-201338773.html;0,017798286;0,215997409;-0,014380826;0,00960483;-0,009706045;0,008679143;0,4687;0,006280228;0,010664754;0,01916434;0,00230049;-0,000953224;0,000990143
AEO;American Eagle Outfitters;Y;G;EG;07/09/2023;https://finance.yahoo.com/news/american-eagle-aeo-beats-q2-154700545.html;-0,025;-0,046511628;-0,008130081;-0,047314578;0,008287293;0,003658537;1,353;-0,003070234;0,001506126;0,006576585;0,001165945;-0,009193377;0,007281956
MTX;Minerals Technology;N;G;G;27/10/2023;https://finance.yahoo.com/news/minerals-technologies-inc-mtx-reports-224323125.html#:~:text=Minerals%20Technologies%20Inc%20(NYSE%3AMTX,percent%20from%20the%20prior%20year.;0,038973756;0,022431668;-0,003328402;0,028406007;0,627199727;0;0,9753;-0,004532784;0,011955781;0,006280228;0,01916434;-0,007798742;0,000615358
OUT;Outfront Media;N;G;G;02/11/2023;https://finance.yahoo.com/news/outfront-media-inc-reports-q3-221203101.html#:~:text=Outfront%20Media%20Inc%20(NYSE%3AOUT,the%20quarter%20was%20%24116.9%20million.;0,098979592;0,114206128;-0,013100437;-0,003361345;0,417077176;0,002388535;1,3804;0,01916434;0,00912341;0,00230049;0,000732383;0,002117086;0,003937441
CPRX;Catalyst Pharmaceuticals;Y;G;EG;08/11/2023;https://finance.yahoo.com/news/catalyst-pharmaceuticals-reports-strong-third-211100270.html;-0,024124514;-0,01754386;0,041471049;0,059382423;-2,781911014;-0,053784861;1,0602;0,000732383;-0,007798742;0,015604831;0,019400713;-0,002179369;-0,004029785
CLFD;Clearfield;Y;G;EG;03/08/2023;https://finance.yahoo.com/news/clearfield-reports-fiscal-third-quarter-200500232.html;-0,025485961;-0,10483156;-0,019125683;-0,012823674;0,415918164;0,031323185;1,637;-0,002865839;-0,00452277;0,008728542;-0,006685237;-0,007338165;0,0041188
AHCO;AdaptHealth;Y;G;EG;07/11/2023;https://finance.yahoo.com/news/q3-2023-adapthealth-corp-earnings-044157447.html#:~:text=We%20achieved%20record%20revenue%20of,cash%20flow%20exceeded%20our%20expectations.;-0,089940828;-0,154746424;0,038847118;0,101744186;-0,245017585;0,041902605;1,1128;0,00284606;0,000732383;-0,007798742;-0,000953224;0,007697598;-0,00019707
SIX;Six Flags;N;G;G;02/11/2023;https://finance.yahoo.com/news/six-flags-q3-earnings-snapshot-101735015.html#:~:text=ARLINGTON%2C%20Texas%20(AP)%20%E2%80%94,had%20net%20income%20of%20%241.32.;0,064761905;0,072898032;-0,033532384;0,007669365;-0,636179684;-0,017366721;1,5461;0,01916434;0,00912341;0,00230049;0,000732383;0,002117086;0,003937441
SHO;Sunstone Hotel Investors;Y;G;EG;07/11/2023;https://finance.yahoo.com/news/sunstone-hotel-investors-inc-sho-132948733.html#:~:text=Net%20income%20for%20Q3%202023,with%20a%200.0%25%20change%20YoY.;0;-0,01459854;0,002141328;-0,007253886;1,001007049;0,011952191;1,1664;0,00284606;0,000732383;-0,007798742;-0,000953224;0,007697598;-0,00019707
GRBK;Green Brick Partners;Y;G;EG;31/10/2023;https://finance.yahoo.com/news/green-brick-partners-inc-grbk-213808976.html#:~:text=Green%20Brick%20Partners%20Inc%20(NYSE%3AGRBK)%20reported%20total%20revenues,1.9%25%20decrease%20from%20Q3%202022.;0,011500261;0,071834625;0,029390508;-0,033860548;1,001119821;-0,007738967;1,4947;0,006280228;0,010664754;0,01916434;0,00230049;-0,000953224;0,000990143
FTDR;Frontdoor, Inc.;Y;G;EG;01/11/2023;https://finance.yahoo.com/news/q3-2023-frontdoor-inc-earnings-033258140.html#:~:text=Third%20quarter%20revenue%20increased%208,a%20quarter%20of%20%24128%20million.;0,151399931;-0,014710297;0,030112508;0,0142572;1,025100981;-0,010662824;0,8512;0,010664754;0,01916434;0,00912341;0,00284606;0,019400713;-0,000703405
ACIW;ACI Worldwide;NA;NA;NA;13/09/2023;;0,00990099;0,019181586;-0,015474697;0,002978723;-0,032580365;0,001896633;1,0935;0,001165945;0,008622427;-0,015520917;-0,0020738;-0,014691252;0,005204839
